index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_community_coverage,x_cv_past_year,x_cv_poor_response,x_cv_sx_scale,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
1155,14,10,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0008683,0,0,0,0,0.0,0.0,2005,2005
1156,14,10,,caribbean,m_all,,,female,-99.0,,0.0004589,0,0,0,0,0.0,0.0,2005,2005
1157,14,10,,north_america_high_income,m_all,,,female,-99.0,,0.0001427,0,0,0,0,0.0,0.0,2005,2005
1158,14,10,,asia_south,m_all,,,female,-99.0,,0.0009345,0,0,0,0,0.0,0.0,2005,2005
1159,14,10,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0012443,0,0,0,0,0.0,0.0,2005,2005
1160,14,10,,latin_america_central,m_all,,,female,-99.0,,0.0002961,0,0,0,0,0.0,0.0,2005,2005
1161,14,10,,latin_america_southern,m_all,,,female,-99.0,,0.0002111,0,0,0,0,0.0,0.0,2005,2005
1162,14,10,,australasia,m_all,,,female,-99.0,,9.42e-05,0,0,0,0,0.0,0.0,2005,2005
1163,14,10,,asia_east,m_all,,,female,-99.0,,0.0002524,0,0,0,0,0.0,0.0,2005,2005
1164,14,10,,north_africa_middle_east,m_all,,,female,-99.0,,0.0004926,0,0,0,0,0.0,0.0,2005,2005
1165,14,10,,europe_eastern,m_all,,,female,-99.0,,0.0002847,0,0,0,0,0.0,0.0,2005,2005
1166,14,10,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0015215,0,0,0,0,0.0,0.0,2005,2005
1167,19,15,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0023871,0,0,0,0,0.0,0.0,2005,2005
1168,19,15,,asia_east,m_all,,,female,-99.0,,0.0004246,0,0,0,0,0.0,0.0,2005,2005
1169,19,15,,north_africa_middle_east,m_all,,,female,-99.0,,0.0007311,0,0,0,0,0.0,0.0,2005,2005
1170,19,15,,asia_south,m_all,,,female,-99.0,,0.0015774,0,0,0,0,0.0,0.0,2005,2005
1171,19,15,,latin_america_tropical,m_all,,,female,-99.0,,0.0004708,0,0,0,0,0.0,0.0,2005,2005
1172,19,15,,latin_america_andean,m_all,,,female,-99.0,,0.0006013,0,0,0,0,0.0,0.0,2005,2005
1173,19,15,,asia_southeast,m_all,,,female,-99.0,,0.0007312,0,0,0,0,0.0,0.0,2005,2005
1174,19,15,,europe_central,m_all,,,female,-99.0,,0.0002821,0,0,0,0,0.0,0.0,2005,2005
1175,19,15,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0019725,0,0,0,0,0.0,0.0,2005,2005
1176,19,15,,asia_central,m_all,,,female,-99.0,,0.0008955,0,0,0,0,0.0,0.0,2005,2005
1177,19,15,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0026306,0,0,0,0,0.0,0.0,2005,2005
1178,19,15,,australasia,m_all,,,female,-99.0,,0.0002777,0,0,0,0,0.0,0.0,2005,2005
1179,19,15,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0001976,0,0,0,0,0.0,0.0,2005,2005
1180,19,15,,caribbean,m_all,,,female,-99.0,,0.0008074,0,0,0,0,0.0,0.0,2005,2005
1181,19,15,,north_america_high_income,m_all,,,female,-99.0,,0.0003769,0,0,0,0,0.0,0.0,2005,2005
1182,19,15,,europe_western,m_all,,,female,-99.0,,0.0002141,0,0,0,0,0.0,0.0,2005,2005
1183,19,15,,latin_america_central,m_all,,,female,-99.0,,0.000543,0,0,0,0,0.0,0.0,2005,2005
1184,19,15,,oceania,m_all,,,female,-99.0,,0.0015605,0,0,0,0,0.0,0.0,2005,2005
1185,19,15,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0024858,0,0,0,0,0.0,0.0,2005,2005
1186,19,15,,latin_america_southern,m_all,,,female,-99.0,,0.0003727,0,0,0,0,0.0,0.0,2005,2005
1187,24,20,,europe_eastern,m_all,,,female,-99.0,,0.0009492,0,0,0,0,0.0,0.0,2005,2005
1188,24,20,,latin_america_southern,m_all,,,female,-99.0,,0.0004259,0,0,0,0,0.0,0.0,2005,2005
1189,24,20,,latin_america_andean,m_all,,,female,-99.0,,0.00076,0,0,0,0,0.0,0.0,2005,2005
1190,24,20,,asia_east,m_all,,,female,-99.0,,0.0005257,0,0,0,0,0.0,0.0,2005,2005
1191,24,20,,europe_western,m_all,,,female,-99.0,,0.0002556,0,0,0,0,0.0,0.0,2005,2005
1192,24,20,,caribbean,m_all,,,female,-99.0,,0.0012428,0,0,0,0,0.0,0.0,2005,2005
1193,24,20,,north_america_high_income,m_all,,,female,-99.0,,0.0004632,0,0,0,0,0.0,0.0,2005,2005
1194,24,20,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0045957,0,0,0,0,0.0,0.0,2005,2005
1195,24,20,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0034095,0,0,0,0,0.0,0.0,2005,2005
1196,24,20,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0090296,0,0,0,0,0.0,0.0,2005,2005
1197,24,20,,asia_central,m_all,,,female,-99.0,,0.0011762,0,0,0,0,0.0,0.0,2005,2005
1198,24,20,,europe_central,m_all,,,female,-99.0,,0.0002976,0,0,0,0,0.0,0.0,2005,2005
1199,24,20,,asia_southeast,m_all,,,female,-99.0,,0.0010124,0,0,0,0,0.0,0.0,2005,2005
1200,24,20,,latin_america_tropical,m_all,,,female,-99.0,,0.000563,0,0,0,0,0.0,0.0,2005,2005
1201,24,20,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0041013,0,0,0,0,0.0,0.0,2005,2005
1202,24,20,,australasia,m_all,,,female,-99.0,,0.0003132,0,0,0,0,0.0,0.0,2005,2005
1203,24,20,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003014,0,0,0,0,0.0,0.0,2005,2005
1204,24,20,,latin_america_central,m_all,,,female,-99.0,,0.0006778,0,0,0,0,0.0,0.0,2005,2005
1205,24,20,,asia_south,m_all,,,female,-99.0,,0.0020504,0,0,0,0,0.0,0.0,2005,2005
1206,24,20,,oceania,m_all,,,female,-99.0,,0.0022992,0,0,0,0,0.0,0.0,2005,2005
1207,29,25,,europe_central,m_all,,,female,-99.0,,0.0003536,0,0,0,0,0.0,0.0,2005,2005
1208,29,25,,oceania,m_all,,,female,-99.0,,0.0030312,0,0,0,0,0.0,0.0,2005,2005
1209,29,25,,latin_america_tropical,m_all,,,female,-99.0,,0.0007168,0,0,0,0,0.0,0.0,2005,2005
1210,29,25,,north_africa_middle_east,m_all,,,female,-99.0,,0.0010889,0,0,0,0,0.0,0.0,2005,2005
1211,29,25,,caribbean,m_all,,,female,-99.0,,0.0015356,0,0,0,0,0.0,0.0,2005,2005
1212,29,25,,asia_southeast,m_all,,,female,-99.0,,0.001284,0,0,0,0,0.0,0.0,2005,2005
1213,29,25,,asia_south,m_all,,,female,-99.0,,0.0021438,0,0,0,0,0.0,0.0,2005,2005
1214,29,25,,asia_central,m_all,,,female,-99.0,,0.0014151,0,0,0,0,0.0,0.0,2005,2005
1215,29,25,,asia_east,m_all,,,female,-99.0,,0.0006169,0,0,0,0,0.0,0.0,2005,2005
1216,29,25,,latin_america_southern,m_all,,,female,-99.0,,0.0005074,0,0,0,0,0.0,0.0,2005,2005
1217,29,25,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0174102,0,0,0,0,0.0,0.0,2005,2005
1218,29,25,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003462,0,0,0,0,0.0,0.0,2005,2005
1219,29,25,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0045535,0,0,0,0,0.0,0.0,2005,2005
1220,29,25,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0051935,0,0,0,0,0.0,0.0,2005,2005
1221,29,25,,europe_western,m_all,,,female,-99.0,,0.0002879,0,0,0,0,0.0,0.0,2005,2005
1222,29,25,,latin_america_central,m_all,,,female,-99.0,,0.0007421,0,0,0,0,0.0,0.0,2005,2005
1223,29,25,,north_america_high_income,m_all,,,female,-99.0,,0.0005254,0,0,0,0,0.0,0.0,2005,2005
1224,29,25,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0065903,0,0,0,0,0.0,0.0,2005,2005
1225,29,25,,latin_america_andean,m_all,,,female,-99.0,,0.000855,0,0,0,0,0.0,0.0,2005,2005
1226,29,25,,europe_eastern,m_all,,,female,-99.0,,0.0015187,0,0,0,0,0.0,0.0,2005,2005
1227,34,30,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0076111,0,0,0,0,0.0,0.0,2005,2005
1228,34,30,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0197327,0,0,0,0,0.0,0.0,2005,2005
1229,34,30,,oceania,m_all,,,female,-99.0,,0.0039374,0,0,0,0,0.0,0.0,2005,2005
1230,34,30,,latin_america_central,m_all,,,female,-99.0,,0.0008817,0,0,0,0,0.0,0.0,2005,2005
1231,34,30,,north_africa_middle_east,m_all,,,female,-99.0,,0.0013485,0,0,0,0,0.0,0.0,2005,2005
1232,34,30,,latin_america_southern,m_all,,,female,-99.0,,0.0007014,0,0,0,0,0.0,0.0,2005,2005
1233,34,30,,europe_western,m_all,,,female,-99.0,,0.0004025,0,0,0,0,0.0,0.0,2005,2005
1234,34,30,,europe_eastern,m_all,,,female,-99.0,,0.0020742,0,0,0,0,0.0,0.0,2005,2005
1235,34,30,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0060725,0,0,0,0,0.0,0.0,2005,2005
1236,34,30,,australasia,m_all,,,female,-99.0,,0.0004461,0,0,0,0,0.0,0.0,2005,2005
1237,34,30,,europe_central,m_all,,,female,-99.0,,0.0005328,0,0,0,0,0.0,0.0,2005,2005
1238,34,30,,asia_east,m_all,,,female,-99.0,,0.0008208,0,0,0,0,0.0,0.0,2005,2005
1239,34,30,,asia_central,m_all,,,female,-99.0,,0.0017943,0,0,0,0,0.0,0.0,2005,2005
1240,34,30,,caribbean,m_all,,,female,-99.0,,0.0016921,0,0,0,0,0.0,0.0,2005,2005
1241,34,30,,latin_america_tropical,m_all,,,female,-99.0,,0.0009568,0,0,0,0,0.0,0.0,2005,2005
1242,34,30,,north_america_high_income,m_all,,,female,-99.0,,0.0006948,0,0,0,0,0.0,0.0,2005,2005
1243,34,30,,asia_southeast,m_all,,,female,-99.0,,0.0016299,0,0,0,0,0.0,0.0,2005,2005
1244,34,30,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0052646,0,0,0,0,0.0,0.0,2005,2005
1245,34,30,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004469,0,0,0,0,0.0,0.0,2005,2005
1246,34,30,,asia_south,m_all,,,female,-99.0,,0.0022656,0,0,0,0,0.0,0.0,2005,2005
1247,39,35,,latin_america_tropical,m_all,,,female,-99.0,,0.0013736,0,0,0,0,0.0,0.0,2005,2005
1248,39,35,,europe_central,m_all,,,female,-99.0,,0.0009107,0,0,0,0,0.0,0.0,2005,2005
1249,39,35,,asia_central,m_all,,,female,-99.0,,0.0027704,0,0,0,0,0.0,0.0,2005,2005
1250,39,35,,asia_south,m_all,,,female,-99.0,,0.0027492,0,0,0,0,0.0,0.0,2005,2005
1251,39,35,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0180712,0,0,0,0,0.0,0.0,2005,2005
1252,39,35,,north_africa_middle_east,m_all,,,female,-99.0,,0.0019818,0,0,0,0,0.0,0.0,2005,2005
1253,39,35,,asia_southeast,m_all,,,female,-99.0,,0.0022131,0,0,0,0,0.0,0.0,2005,2005
1254,39,35,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0094051,0,0,0,0,0.0,0.0,2005,2005
1255,39,35,,caribbean,m_all,,,female,-99.0,,0.002303,0,0,0,0,0.0,0.0,2005,2005
1256,39,35,,australasia,m_all,,,female,-99.0,,0.0006546,0,0,0,0,0.0,0.0,2005,2005
1257,39,35,,asia_east,m_all,,,female,-99.0,,0.0011903,0,0,0,0,0.0,0.0,2005,2005
1258,39,35,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0085407,0,0,0,0,0.0,0.0,2005,2005
1259,39,35,,europe_western,m_all,,,female,-99.0,,0.0006297,0,0,0,0,0.0,0.0,2005,2005
1260,39,35,,north_america_high_income,m_all,,,female,-99.0,,0.0010496,0,0,0,0,0.0,0.0,2005,2005
1261,39,35,,europe_eastern,m_all,,,female,-99.0,,0.0026944,0,0,0,0,0.0,0.0,2005,2005
1262,39,35,,latin_america_andean,m_all,,,female,-99.0,,0.0014084,0,0,0,0,0.0,0.0,2005,2005
1263,39,35,,latin_america_central,m_all,,,female,-99.0,,0.001207,0,0,0,0,0.0,0.0,2005,2005
1264,39,35,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0065888,0,0,0,0,0.0,0.0,2005,2005
1265,39,35,,asia_pacific_high_income,m_all,,,female,-99.0,,0.000649,0,0,0,0,0.0,0.0,2005,2005
1266,39,35,,oceania,m_all,,,female,-99.0,,0.0061101,0,0,0,0,0.0,0.0,2005,2005
1267,44,40,,latin_america_southern,m_all,,,female,-99.0,,0.0015248,0,0,0,0,0.0,0.0,2005,2005
1268,44,40,,asia_southeast,m_all,,,female,-99.0,,0.0028392,0,0,0,0,0.0,0.0,2005,2005
1269,44,40,,europe_central,m_all,,,female,-99.0,,0.0015925,0,0,0,0,0.0,0.0,2005,2005
1270,44,40,,latin_america_tropical,m_all,,,female,-99.0,,0.0019885,0,0,0,0,0.0,0.0,2005,2005
1271,44,40,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.006877,0,0,0,0,0.0,0.0,2005,2005
1272,44,40,,north_america_high_income,m_all,,,female,-99.0,,0.0016648,0,0,0,0,0.0,0.0,2005,2005
1273,44,40,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0009534,0,0,0,0,0.0,0.0,2005,2005
1274,44,40,,australasia,m_all,,,female,-99.0,,0.0009748,0,0,0,0,0.0,0.0,2005,2005
1275,44,40,,europe_eastern,m_all,,,female,-99.0,,0.0036687,0,0,0,0,0.0,0.0,2005,2005
1276,44,40,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0087542,0,0,0,0,0.0,0.0,2005,2005
1277,44,40,,europe_western,m_all,,,female,-99.0,,0.0010486,0,0,0,0,0.0,0.0,2005,2005
1278,44,40,,latin_america_andean,m_all,,,female,-99.0,,0.0019068,0,0,0,0,0.0,0.0,2005,2005
1279,44,40,,oceania,m_all,,,female,-99.0,,0.0072583,0,0,0,0,0.0,0.0,2005,2005
1280,44,40,,asia_central,m_all,,,female,-99.0,,0.0034893,0,0,0,0,0.0,0.0,2005,2005
1281,44,40,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0091498,0,0,0,0,0.0,0.0,2005,2005
1282,44,40,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0148161,0,0,0,0,0.0,0.0,2005,2005
1283,44,40,,asia_south,m_all,,,female,-99.0,,0.0033229,0,0,0,0,0.0,0.0,2005,2005
1284,44,40,,north_africa_middle_east,m_all,,,female,-99.0,,0.0025622,0,0,0,0,0.0,0.0,2005,2005
1285,44,40,,latin_america_central,m_all,,,female,-99.0,,0.001822,0,0,0,0,0.0,0.0,2005,2005
1286,44,40,,caribbean,m_all,,,female,-99.0,,0.002928,0,0,0,0,0.0,0.0,2005,2005
1287,49,45,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0079389,0,0,0,0,0.0,0.0,2005,2005
1288,49,45,,north_africa_middle_east,m_all,,,female,-99.0,,0.0036551,0,0,0,0,0.0,0.0,2005,2005
1289,49,45,,oceania,m_all,,,female,-99.0,,0.0096578,0,0,0,0,0.0,0.0,2005,2005
1290,49,45,,asia_southeast,m_all,,,female,-99.0,,0.0039741,0,0,0,0,0.0,0.0,2005,2005
1291,49,45,,australasia,m_all,,,female,-99.0,,0.001544,0,0,0,0,0.0,0.0,2005,2005
1292,49,45,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0014205,0,0,0,0,0.0,0.0,2005,2005
1293,49,45,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0099871,0,0,0,0,0.0,0.0,2005,2005
1294,49,45,,asia_east,m_all,,,female,-99.0,,0.0027225,0,0,0,0,0.0,0.0,2005,2005
1295,49,45,,latin_america_southern,m_all,,,female,-99.0,,0.0024206,0,0,0,0,0.0,0.0,2005,2005
1296,49,45,,asia_south,m_all,,,female,-99.0,,0.0045762,0,0,0,0,0.0,0.0,2005,2005
1297,49,45,,latin_america_andean,m_all,,,female,-99.0,,0.0026552,0,0,0,0,0.0,0.0,2005,2005
1298,49,45,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0099291,0,0,0,0,0.0,0.0,2005,2005
1299,49,45,,europe_central,m_all,,,female,-99.0,,0.0027708,0,0,0,0,0.0,0.0,2005,2005
1300,49,45,,north_america_high_income,m_all,,,female,-99.0,,0.0025201,0,0,0,0,0.0,0.0,2005,2005
1301,49,45,,caribbean,m_all,,,female,-99.0,,0.0042975,0,0,0,0,0.0,0.0,2005,2005
1302,49,45,,latin_america_tropical,m_all,,,female,-99.0,,0.0031371,0,0,0,0,0.0,0.0,2005,2005
1303,49,45,,latin_america_central,m_all,,,female,-99.0,,0.0027813,0,0,0,0,0.0,0.0,2005,2005
1304,49,45,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0132918,0,0,0,0,0.0,0.0,2005,2005
1305,49,45,,asia_central,m_all,,,female,-99.0,,0.0048089,0,0,0,0,0.0,0.0,2005,2005
1306,49,45,,europe_western,m_all,,,female,-99.0,,0.0017454,0,0,0,0,0.0,0.0,2005,2005
1307,54,50,,oceania,m_all,,,female,-99.0,,0.0143071,0,0,0,0,0.0,0.0,2005,2005
1308,54,50,,asia_southeast,m_all,,,female,-99.0,,0.005892,0,0,0,0,0.0,0.0,2005,2005
1309,54,50,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0021358,0,0,0,0,0.0,0.0,2005,2005
1310,54,50,,australasia,m_all,,,female,-99.0,,0.0022488,0,0,0,0,0.0,0.0,2005,2005
1311,54,50,,asia_central,m_all,,,female,-99.0,,0.0072169,0,0,0,0,0.0,0.0,2005,2005
1312,54,50,,latin_america_southern,m_all,,,female,-99.0,,0.0038393,0,0,0,0,0.0,0.0,2005,2005
1313,54,50,,caribbean,m_all,,,female,-99.0,,0.0061666,0,0,0,0,0.0,0.0,2005,2005
1314,54,50,,latin_america_central,m_all,,,female,-99.0,,0.0041815,0,0,0,0,0.0,0.0,2005,2005
1315,54,50,,north_america_high_income,m_all,,,female,-99.0,,0.003629,0,0,0,0,0.0,0.0,2005,2005
1316,54,50,,europe_western,m_all,,,female,-99.0,,0.002643,0,0,0,0,0.0,0.0,2005,2005
1317,54,50,,north_africa_middle_east,m_all,,,female,-99.0,,0.0057477,0,0,0,0,0.0,0.0,2005,2005
1318,54,50,,latin_america_andean,m_all,,,female,-99.0,,0.0038529,0,0,0,0,0.0,0.0,2005,2005
1319,54,50,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0125632,0,0,0,0,0.0,0.0,2005,2005
1320,54,50,,latin_america_tropical,m_all,,,female,-99.0,,0.0045909,0,0,0,0,0.0,0.0,2005,2005
1321,54,50,,europe_eastern,m_all,,,female,-99.0,,0.0077433,0,0,0,0,0.0,0.0,2005,2005
1322,54,50,,europe_central,m_all,,,female,-99.0,,0.0043044,0,0,0,0,0.0,0.0,2005,2005
1323,54,50,,asia_east,m_all,,,female,-99.0,,0.0042186,0,0,0,0,0.0,0.0,2005,2005
1324,54,50,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0132281,0,0,0,0,0.0,0.0,2005,2005
1325,54,50,,asia_south,m_all,,,female,-99.0,,0.0066811,0,0,0,0,0.0,0.0,2005,2005
1326,54,50,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0103365,0,0,0,0,0.0,0.0,2005,2005
1327,59,55,,north_africa_middle_east,m_all,,,female,-99.0,,0.0084012,0,0,0,0,0.0,0.0,2005,2005
1328,59,55,,oceania,m_all,,,female,-99.0,,0.0198997,0,0,0,0,0.0,0.0,2005,2005
1329,59,55,,europe_eastern,m_all,,,female,-99.0,,0.0113405,0,0,0,0,0.0,0.0,2005,2005
1330,59,55,,latin_america_andean,m_all,,,female,-99.0,,0.0057298,0,0,0,0,0.0,0.0,2005,2005
1331,59,55,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0159132,0,0,0,0,0.0,0.0,2005,2005
1332,59,55,,latin_america_tropical,m_all,,,female,-99.0,,0.0068614,0,0,0,0,0.0,0.0,2005,2005
1333,59,55,,asia_east,m_all,,,female,-99.0,,0.0063865,0,0,0,0,0.0,0.0,2005,2005
1334,59,55,,north_america_high_income,m_all,,,female,-99.0,,0.0054856,0,0,0,0,0.0,0.0,2005,2005
1335,59,55,,europe_western,m_all,,,female,-99.0,,0.0039268,0,0,0,0,0.0,0.0,2005,2005
1336,59,55,,asia_southeast,m_all,,,female,-99.0,,0.0085793,0,0,0,0,0.0,0.0,2005,2005
1337,59,55,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0171597,0,0,0,0,0.0,0.0,2005,2005
1338,59,55,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0030942,0,0,0,0,0.0,0.0,2005,2005
1339,59,55,,europe_central,m_all,,,female,-99.0,,0.006427,0,0,0,0,0.0,0.0,2005,2005
1340,59,55,,asia_central,m_all,,,female,-99.0,,0.0103345,0,0,0,0,0.0,0.0,2005,2005
1341,59,55,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0151584,0,0,0,0,0.0,0.0,2005,2005
1342,59,55,,latin_america_central,m_all,,,female,-99.0,,0.0066039,0,0,0,0,0.0,0.0,2005,2005
1343,59,55,,australasia,m_all,,,female,-99.0,,0.0034361,0,0,0,0,0.0,0.0,2005,2005
1344,59,55,,latin_america_southern,m_all,,,female,-99.0,,0.0057615,0,0,0,0,0.0,0.0,2005,2005
1345,59,55,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0133716,0,0,0,0,0.0,0.0,2005,2005
1346,59,55,,asia_south,m_all,,,female,-99.0,,0.010861,0,0,0,0,0.0,0.0,2005,2005
1347,64,60,,oceania,m_all,,,female,-99.0,,0.030441,0,0,0,0,0.0,0.0,2005,2005
1348,64,60,,asia_southeast,m_all,,,female,-99.0,,0.0136082,0,0,0,0,0.0,0.0,2005,2005
1349,64,60,,latin_america_tropical,m_all,,,female,-99.0,,0.0107329,0,0,0,0,0.0,0.0,2005,2005
1350,64,60,,asia_south,m_all,,,female,-99.0,,0.0175142,0,0,0,0,0.0,0.0,2005,2005
1351,64,60,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0210291,0,0,0,0,0.0,0.0,2005,2005
1352,64,60,,latin_america_andean,m_all,,,female,-99.0,,0.0090186,0,0,0,0,0.0,0.0,2005,2005
1353,64,60,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0202365,0,0,0,0,0.0,0.0,2005,2005
1354,64,60,,asia_east,m_all,,,female,-99.0,,0.0103802,0,0,0,0,0.0,0.0,2005,2005
1355,64,60,,europe_eastern,m_all,,,female,-99.0,,0.0155383,0,0,0,0,0.0,0.0,2005,2005
1356,64,60,,asia_central,m_all,,,female,-99.0,,0.016287,0,0,0,0,0.0,0.0,2005,2005
1357,64,60,,europe_central,m_all,,,female,-99.0,,0.0099364,0,0,0,0,0.0,0.0,2005,2005
1358,64,60,,north_africa_middle_east,m_all,,,female,-99.0,,0.013875,0,0,0,0,0.0,0.0,2005,2005
1359,64,60,,north_america_high_income,m_all,,,female,-99.0,,0.0087419,0,0,0,0,0.0,0.0,2005,2005
1360,64,60,,australasia,m_all,,,female,-99.0,,0.0055555,0,0,0,0,0.0,0.0,2005,2005
1361,64,60,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0278657,0,0,0,0,0.0,0.0,2005,2005
1362,64,60,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0243525,0,0,0,0,0.0,0.0,2005,2005
1363,64,60,,latin_america_central,m_all,,,female,-99.0,,0.0104129,0,0,0,0,0.0,0.0,2005,2005
1364,64,60,,europe_western,m_all,,,female,-99.0,,0.0058762,0,0,0,0,0.0,0.0,2005,2005
1365,64,60,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0045567,0,0,0,0,0.0,0.0,2005,2005
1366,64,60,,caribbean,m_all,,,female,-99.0,,0.0136831,0,0,0,0,0.0,0.0,2005,2005
1367,69,65,,caribbean,m_all,,,female,-99.0,,0.0208118,0,0,0,0,0.0,0.0,2005,2005
1368,69,65,,europe_central,m_all,,,female,-99.0,,0.0160102,0,0,0,0,0.0,0.0,2005,2005
1369,69,65,,asia_southeast,m_all,,,female,-99.0,,0.0209556,0,0,0,0,0.0,0.0,2005,2005
1370,69,65,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0347605,0,0,0,0,0.0,0.0,2005,2005
1371,69,65,,north_africa_middle_east,m_all,,,female,-99.0,,0.0209102,0,0,0,0,0.0,0.0,2005,2005
1372,69,65,,europe_eastern,m_all,,,female,-99.0,,0.0236727,0,0,0,0,0.0,0.0,2005,2005
1373,69,65,,europe_western,m_all,,,female,-99.0,,0.0092335,0,0,0,0,0.0,0.0,2005,2005
1374,69,65,,latin_america_southern,m_all,,,female,-99.0,,0.0129199,0,0,0,0,0.0,0.0,2005,2005
1375,69,65,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0072581,0,0,0,0,0.0,0.0,2005,2005
1376,69,65,,oceania,m_all,,,female,-99.0,,0.0460899,0,0,0,0,0.0,0.0,2005,2005
1377,69,65,,latin_america_tropical,m_all,,,female,-99.0,,0.0166201,0,0,0,0,0.0,0.0,2005,2005
1378,69,65,,asia_central,m_all,,,female,-99.0,,0.0248939,0,0,0,0,0.0,0.0,2005,2005
1379,69,65,,asia_east,m_all,,,female,-99.0,,0.0170781,0,0,0,0,0.0,0.0,2005,2005
1380,69,65,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0271914,0,0,0,0,0.0,0.0,2005,2005
1381,69,65,,latin_america_central,m_all,,,female,-99.0,,0.0163761,0,0,0,0,0.0,0.0,2005,2005
1382,69,65,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0299287,0,0,0,0,0.0,0.0,2005,2005
1383,69,65,,asia_south,m_all,,,female,-99.0,,0.0277088,0,0,0,0,0.0,0.0,2005,2005
1384,69,65,,latin_america_andean,m_all,,,female,-99.0,,0.0139637,0,0,0,0,0.0,0.0,2005,2005
1385,69,65,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0388342,0,0,0,0,0.0,0.0,2005,2005
1386,69,65,,north_america_high_income,m_all,,,female,-99.0,,0.0134351,0,0,0,0,0.0,0.0,2005,2005
1387,74,70,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0610185,0,0,0,0,0.0,0.0,2005,2005
1388,74,70,,europe_eastern,m_all,,,female,-99.0,,0.0381924,0,0,0,0,0.0,0.0,2005,2005
1389,74,70,,asia_southeast,m_all,,,female,-99.0,,0.034094,0,0,0,0,0.0,0.0,2005,2005
1390,74,70,,caribbean,m_all,,,female,-99.0,,0.0334486,0,0,0,0,0.0,0.0,2005,2005
1391,74,70,,asia_south,m_all,,,female,-99.0,,0.0446001,0,0,0,0,0.0,0.0,2005,2005
1392,74,70,,latin_america_tropical,m_all,,,female,-99.0,,0.0267698,0,0,0,0,0.0,0.0,2005,2005
1393,74,70,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0444983,0,0,0,0,0.0,0.0,2005,2005
1394,74,70,,latin_america_southern,m_all,,,female,-99.0,,0.0209515,0,0,0,0,0.0,0.0,2005,2005
